Rainfall_ID,Station,State,District LGD Code,District,Latitude,Longitude,Date,Daily_Rainfall_mm,Max_Hourly_Rainfall_mm,Rainfall_Readings
1,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2007-01-02,1.0,0.5,2
2,Kempty,Uttarakhand,55,Tehri Garhwal,30.49075,78.04738889,2007-01-03,6.5,6.0,2
3,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-01-31,2.0,2.0,1
4,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-06-21,0.5,0.5,1
5,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-06-23,70.5,13.0,6
6,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-06-24,26.0,13.0,2
7,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-06-29,1.5,0.5,3
8,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-06-30,3.0,2.0,3
9,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-01,8.0,4.0,2
10,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-03,0.5,0.5,1
11,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-05,26.0,13.0,2
12,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-06,68.0,14.5,5
13,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-06,5.0,1.0,5
14,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-07,11.5,9.5,2
15,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-07,3.0,1.0,3
16,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-09,15.5,4.0,4
17,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-09,1.0,0.5,2
18,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-10,1.0,0.5,2
19,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-10,4.0,2.5,4
20,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-11,6.0,1.5,5
21,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-07-11,10.5,1.5,7
22,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-11,1.0,0.5,2
23,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-12,1.0,0.5,2
24,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-13,19.0,5.0,5
25,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-14,8.5,4.5,2
26,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-14,70.5,24.0,5
27,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-15,13.0,5.0,3
28,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-15,15.0,7.5,2
29,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-16,7.5,1.5,7
30,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-17,1.5,0.5,3
31,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-17,23.0,6.0,4
32,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-07-18,5.0,2.5,2
33,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-18,84.0,83.0,3
34,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-07-19,20.0,15.5,4
35,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-19,9.0,8.5,2
36,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-20,4.5,4.5,1
37,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-07-20,11.0,2.5,5
38,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-20,63.5,23.5,4
39,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-07-20,35.5,10.0,4
40,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-21,1.5,0.5,3
41,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-07-21,8.5,2.5,5
42,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-21,47.0,23.5,2
43,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-07-21,23.5,10.0,9
44,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-23,39.0,10.5,4
45,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-07-23,1.5,1.5,1
46,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-24,37.0,9.5,4
47,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-07-24,91.5,17.5,6
48,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-07-25,4.5,4.5,1
49,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-25,64.0,64.0,1
50,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-07-25,18.5,7.5,3
51,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-26,16.5,4.0,5
52,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-07-26,25.5,8.0,7
53,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-07-26,40.5,6.5,10
54,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-27,11.0,2.5,5
55,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-07-27,54.5,15.5,4
56,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-07-27,3.0,2.0,3
57,Kosi_1,Uttarakhand,45,Almora,29.6191,79.62060833,2022-07-28,4.5,4.5,1
58,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-28,16.0,16.0,1
59,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-07-28,40.5,25.0,2
60,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-07-28,30.0,8.0,7
61,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-29,13.0,4.5,6
62,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-07-29,129.5,26.0,5
63,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-29,8.5,2.5,4
64,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-07-29,47.5,8.5,11
65,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-30,68.5,31.0,5
66,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-07-30,90.5,42.5,4
67,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-30,19.5,5.0,4
68,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-07-30,20.0,15.0,4
69,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-07-31,13.5,3.0,5
70,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-07-31,139.0,42.5,7
71,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-07-31,17.0,5.5,4
72,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-07-31,22.5,5.0,7
73,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-01,7.5,3.0,6
74,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-01,111.5,33.5,6
75,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-08-01,7.5,4.0,2
76,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-01,10.0,5.0,2
77,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-02,0.5,0.5,1
78,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-02,35.5,33.5,2
79,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-08-02,8.0,4.0,2
80,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-03,20.0,7.0,10
81,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-03,111.5,59.0,6
82,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-03,49.5,9.5,6
83,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-04,17.5,8.5,5
84,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-04,91.5,24.5,6
85,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-04,24.5,11.0,3
86,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-08-04,30.0,30.0,1
87,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-04,89.0,34.5,7
88,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-05,11.0,2.0,7
89,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-05,105.5,27.5,5
90,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-05,33.0,11.0,3
91,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-05,39.5,12.0,4
92,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-06,16.5,8.5,4
93,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-06,14.5,3.0,9
94,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-06,18.0,7.0,9
95,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-07,20.0,18.0,2
96,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-07,1.0,0.5,2
97,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-07,78.0,29.0,10
98,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-08,1.0,1.0,1
99,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-08,3.5,1.5,4
100,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-09,4.5,1.5,3
101,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-09,8.5,7.0,2
102,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-10,73.0,29.5,3
103,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-10,6.0,6.0,1
104,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-10,47.5,25.0,3
105,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-10,2.5,2.5,1
106,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-11,35.0,35.0,1
107,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-11,2.0,0.5,4
108,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-11,139.0,69.5,2
109,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-11,92.0,39.0,3
110,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-12,1.5,0.5,3
111,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-13,15.0,5.0,3
112,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-14,25.5,12.0,3
113,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-14,31.5,10.5,3
114,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-14,12.0,6.0,2
115,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-14,62.5,20.5,5
116,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-15,29.5,27.5,5
117,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-15,11.0,11.0,1
118,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-15,23.5,8.0,3
119,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-15,81.0,27.5,7
120,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-16,1.5,0.5,3
121,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-16,1.5,1.5,1
122,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-16,3.0,1.0,3
123,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-17,11.0,5.5,2
124,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-17,5.5,1.5,5
125,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-17,27.0,13.5,2
126,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-08-18,28.5,9.5,3
127,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-18,1.0,0.5,2
128,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-19,62.0,32.0,2
129,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-19,5.5,4.5,2
130,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-08-19,5.0,1.0,5
131,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-19,12.0,3.0,5
132,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-19,58.0,26.5,4
133,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-20,45.5,35.5,4
134,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-20,13.0,13.0,1
135,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-08-20,2.0,1.0,2
136,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-20,9.0,3.0,5
137,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-20,88.5,41.5,8
138,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-21,10.5,3.5,3
139,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-21,7.5,1.5,5
140,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-21,14.0,3.5,4
141,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-22,286.5,273.0,12
142,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-23,5.5,4.5,2
143,Kosi_1,Uttarakhand,45,Almora,29.6191,79.62060833,2022-08-28,4.5,1.5,3
144,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-28,11.5,3.5,4
145,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-28,162.0,55.0,4
146,Kosi_1,Uttarakhand,45,Almora,29.6191,79.62060833,2022-08-29,11.0,5.0,3
147,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-29,52.5,5.0,12
148,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-29,207.0,70.5,5
149,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-08-29,47.5,8.0,8
150,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-29,68.0,16.5,10
151,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-30,17.0,5.5,4
152,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-30,10.0,3.0,4
153,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-08-30,15.0,7.5,2
154,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-30,0.5,0.5,1
155,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-30,35.0,11.5,4
156,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-08-31,3.0,0.5,6
157,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-08-31,73.0,19.5,5
158,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-08-31,13.5,4.0,6
159,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-08-31,2.5,0.5,5
160,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-09-01,9.0,1.5,10
161,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-09-01,56.5,19.5,5
162,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-09-01,6.0,1.5,4
163,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-09-01,16.0,4.0,4
164,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-09-02,4.5,1.5,3
165,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-09-02,82.5,28.5,3
166,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-09-02,6.0,1.5,4
167,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-09-03,28.5,5.5,6
168,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-09-03,1.0,0.5,2
169,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-09-03,41.0,5.0,10
170,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-09-04,26.5,6.0,5
171,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-09-04,45.5,17.0,5
172,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-09-04,15.0,5.0,3
173,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-09-04,39.0,9.5,5
174,Doiwala (Bhogpur),Uttarakhand,49,Dehradun,30.22270833,78.23418611,2022-09-04,117.0,37.0,4
175,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-09-04,2.5,1.5,3
176,Kosi_1,Uttarakhand,45,Almora,29.6191,79.62060833,2022-09-05,7.5,7.5,1
177,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-09-05,44.0,6.0,8
178,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-09-05,68.0,17.0,4
179,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-09-05,57.0,9.5,6
180,Doiwala (Bhogpur),Uttarakhand,49,Dehradun,30.22270833,78.23418611,2022-09-05,225.0,37.5,6
181,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-09-05,7.5,1.5,5
182,Kosi_1,Uttarakhand,45,Almora,29.6191,79.62060833,2022-09-06,15.0,7.5,2
183,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-09-06,4.0,2.0,2
184,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-09-06,24.0,8.0,3
185,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-09-06,43.5,18.5,5
186,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2022-09-08,8.0,2.0,4
187,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-09-08,1.5,0.5,3
188,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2022-09-09,4.0,2.0,2
189,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-09-09,1.0,0.5,2
190,Doiwala (Bhogpur),Uttarakhand,49,Dehradun,30.22270833,78.23418611,2022-09-09,4.0,0.5,8
191,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-09-09,3.0,3.0,1
192,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2022-09-10,1.5,0.5,3
193,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-09-10,4.0,2.0,5
194,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-09-10,18.5,18.5,1
195,Doiwala (Bhogpur),Uttarakhand,49,Dehradun,30.22270833,78.23418611,2022-09-10,41.5,28.5,8
196,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-09-10,4.5,3.0,4
197,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2022-09-11,2.0,0.5,4
198,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-09-11,11.0,3.0,4
199,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-09-11,2.5,0.5,5
200,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-09-11,48.5,25.0,2
201,Doiwala (Bhogpur),Uttarakhand,49,Dehradun,30.22270833,78.23418611,2022-09-11,13.5,4.5,3
202,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-09-11,1.5,0.5,3
203,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-09-11,0.5,0.5,1
204,Kosi_1,Uttarakhand,45,Almora,29.6191,79.62060833,2022-09-12,18.0,5.5,4
205,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2022-09-12,28.0,4.5,8
206,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-09-12,6.0,3.0,2
207,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-09-12,8.0,8.0,1
208,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-09-12,4.0,0.5,8
209,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-09-12,10.0,2.5,4
210,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-09-12,24.0,20.5,2
211,Kosi_1,Uttarakhand,45,Almora,29.6191,79.62060833,2022-09-13,22.0,5.5,4
212,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2022-09-13,13.5,4.5,3
213,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-09-13,2.0,1.0,2
214,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-09-13,32.0,8.0,4
215,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-09-13,1.0,0.5,2
216,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-09-13,15.0,11.0,5
217,Doiwala (Bhogpur),Uttarakhand,49,Dehradun,30.22270833,78.23418611,2022-09-13,4.5,4.5,1
218,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-09-13,0.5,0.5,1
219,Kosi_1,Uttarakhand,45,Almora,29.6191,79.62060833,2022-09-14,10.0,2.5,7
220,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2022-09-14,6.5,2.0,5
221,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-09-14,25.0,7.0,7
222,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-09-14,6.5,3.5,7
223,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-09-14,3.5,0.5,7
224,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-09-14,1.0,0.5,2
225,Doiwala (Bhogpur),Uttarakhand,49,Dehradun,30.22270833,78.23418611,2022-09-14,74.5,16.0,6
226,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-09-14,1.0,0.5,2
227,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-09-14,30.0,10.0,5
228,Kosi_1,Uttarakhand,45,Almora,29.6191,79.62060833,2022-09-15,37.0,6.0,11
229,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2022-09-15,49.0,11.0,9
230,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-09-15,37.0,9.0,11
231,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-09-15,67.0,12.5,10
232,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-09-15,5.0,0.5,10
233,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-09-15,4.0,1.0,4
234,Doiwala (Bhogpur),Uttarakhand,49,Dehradun,30.22270833,78.23418611,2022-09-15,89.5,19.0,11
235,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-09-15,16.5,6.0,6
236,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-09-15,75.5,13.0,10
237,Kosi_1,Uttarakhand,45,Almora,29.6191,79.62060833,2022-09-16,10.0,5.0,2
238,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2022-09-16,22.0,11.0,2
239,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-09-16,27.0,13.5,2
240,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-09-16,24.5,6.0,5
241,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-09-16,1.0,0.5,2
242,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2022-09-16,1.0,1.0,1
243,Doiwala (Bhogpur),Uttarakhand,49,Dehradun,30.22270833,78.23418611,2022-09-16,20.5,15.5,5
244,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2022-09-16,7.5,7.5,1
245,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-09-16,36.5,12.5,5
246,Kosi_1,Uttarakhand,45,Almora,29.6191,79.62060833,2022-09-17,1.0,1.0,1
247,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2022-09-17,17.0,6.5,3
248,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2022-09-17,8.0,4.0,2
249,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2022-09-17,17.0,10.5,3
250,Assan_1,Uttarakhand,49,Dehradun,30.43582222,77.66580833,2022-09-17,2.0,0.5,4
251,Doiwala (Bhogpur),Uttarakhand,49,Dehradun,30.22270833,78.23418611,2022-09-17,8.0,4.5,6
252,Joshiyara,Uttarakhand,57,Uttarkashi,30.73122222,78.42733333,2022-09-17,67.5,12.5,9
253,Kosi_1,Uttarakhand,45,Almora,29.6191,79.62060833,2022-09-18,29.0,8.0,4
254,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2022-09-18,7.0,7.0,1
