Rainfall_ID,Station,State,District LGD Code,District,Latitude,Longitude,Date,Daily_Rainfall_mm,Max_Hourly_Rainfall_mm,Rainfall_Readings
888,Bahadarabad,Uttarakhand,50,Haridwar,29.92380278,78.03671389,2023-04-20,8.0,1.0,10
889,Khanpur_5,Uttarakhand,50,Haridwar,29.641375,78.00678611,2023-04-20,1.5,0.5,3
890,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2023-04-20,13.5,1.5,9
891,Mukteshwar_1,Uttarakhand,51,Nainital,29.47413889,79.65119444,2023-04-20,13.5,1.5,11
892,Virbhadra,Uttarakhand,52,PAURI GARHWAL,30.07444444,78.29047222,2023-04-20,9.0,1.0,11
893,Yamkeshwar,Uttarakhand,52,PAURI GARHWAL,29.96130556,78.44086111,2023-04-20,0.5,0.5,1
894,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-04-20,9.0,2.5,6
895,Nachni,Uttarakhand,53,Pithoragarh,29.90594444,80.16097222,2023-04-20,4.0,1.5,5
896,Kempty,Uttarakhand,55,Tehri Garhwal,30.49075,78.04738889,2023-04-20,63.0,8.0,10
897,Sitarganj_1,Uttarakhand,56,UDHAM SINGH NAGAR,28.92971389,79.703,2023-04-20,40.0,40.0,1
898,Tumaria,Uttarakhand,56,UDHAM SINGH NAGAR,29.30704722,78.93133056,2023-04-20,27.0,3.0,9
899,Almora_1,Uttarakhand,45,Almora,29.59575833,79.65063889,2023-04-21,15.0,3.0,5
900,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2023-04-21,10.0,2.0,5
901,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2023-04-21,2.5,0.5,5
902,Champawat_1,Uttarakhand,48,Champawat,29.33341667,80.08469444,2023-04-21,46.0,4.0,15
903,Danda_1,Uttarakhand,48,Champawat,29.15927778,80.10852778,2023-04-21,11.0,1.5,9
904,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2023-04-21,2.0,0.5,4
905,Yamuna Colony,Uttarakhand,49,Dehradun,30.33775278,78.03311667,2023-04-21,54.0,9.0,6
906,Khanpur_5,Uttarakhand,50,Haridwar,29.641375,78.00678611,2023-04-21,7.0,0.5,14
907,Manglaur_1,Uttarakhand,50,Haridwar,29.78567778,77.86368889,2023-04-21,24.0,3.0,8
908,Gola_1,Uttarakhand,51,Nainital,29.27136111,79.54743333,2023-04-21,1.0,0.5,2
909,Mukteshwar_1,Uttarakhand,51,Nainital,29.47413889,79.65119444,2023-04-21,13.0,1.5,11
910,Virbhadra,Uttarakhand,52,PAURI GARHWAL,30.07444444,78.29047222,2023-04-21,4.0,1.0,4
911,Yamkeshwar,Uttarakhand,52,PAURI GARHWAL,29.96130556,78.44086111,2023-04-21,1.0,0.5,2
912,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-04-21,6.5,2.5,3
913,Rudrapur_2,Uttarakhand,56,UDHAM SINGH NAGAR,28.97373611,79.39988611,2023-04-21,3.0,0.5,6
914,Kapkot (Saryu),Uttarakhand,46,Bageshwar,29.94516667,79.9025,2023-04-22,1.5,1.5,1
915,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2023-04-22,1.5,0.5,3
916,Champawat_1,Uttarakhand,48,Champawat,29.33341667,80.08469444,2023-04-22,31.5,3.5,9
917,Danda_1,Uttarakhand,48,Champawat,29.15927778,80.10852778,2023-04-22,16.5,1.5,17
918,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2023-04-22,4.5,0.5,9
919,Khanpur_5,Uttarakhand,50,Haridwar,29.641375,78.00678611,2023-04-22,4.0,0.5,8
920,Manglaur_1,Uttarakhand,50,Haridwar,29.78567778,77.86368889,2023-04-22,24.0,3.0,8
921,Mukteshwar_1,Uttarakhand,51,Nainital,29.47413889,79.65119444,2023-04-22,13.5,1.5,9
922,Yamkeshwar,Uttarakhand,52,PAURI GARHWAL,29.96130556,78.44086111,2023-04-22,29.0,3.5,17
923,Kempty,Uttarakhand,55,Tehri Garhwal,30.49075,78.04738889,2023-04-22,39.5,9.5,7
924,Danda_1,Uttarakhand,48,Champawat,29.15927778,80.10852778,2023-04-23,3.5,0.5,7
925,Yamkeshwar,Uttarakhand,52,PAURI GARHWAL,29.96130556,78.44086111,2023-04-23,7.0,3.5,2
926,Kempty,Uttarakhand,55,Tehri Garhwal,30.49075,78.04738889,2023-04-23,35.0,5.0,7
927,Doiwala (Bhogpur),Uttarakhand,49,Dehradun,30.22270833,78.23418611,2023-04-25,1.5,1.5,1
928,Kempty,Uttarakhand,55,Tehri Garhwal,30.49075,78.04738889,2023-04-25,9.5,3.0,4
929,Kapkot (Saryu),Uttarakhand,46,Bageshwar,29.94516667,79.9025,2023-04-26,10.0,2.0,5
930,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-04-26,1.0,1.0,1
931,Almora_1,Uttarakhand,45,Almora,29.59575833,79.65063889,2023-04-27,4.5,3.0,3
932,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2023-04-27,16.5,12.0,6
933,Baijnath (Gomti),Uttarakhand,46,Bageshwar,29.90822222,79.61769444,2023-04-27,9.5,6.0,3
934,Kapkot (Saryu),Uttarakhand,46,Bageshwar,29.94516667,79.9025,2023-04-27,16.0,2.0,8
935,Yamuna Colony,Uttarakhand,49,Dehradun,30.33775278,78.03311667,2023-04-27,0.5,0.5,1
936,Khanpur_5,Uttarakhand,50,Haridwar,29.641375,78.00678611,2023-04-27,0.5,0.5,1
937,Gola_1,Uttarakhand,51,Nainital,29.27136111,79.54743333,2023-04-27,0.5,0.5,1
938,Mukteshwar_1,Uttarakhand,51,Nainital,29.47413889,79.65119444,2023-04-27,2.0,1.0,3
939,Nachni,Uttarakhand,53,Pithoragarh,29.90594444,80.16097222,2023-04-27,5.5,1.5,6
940,Almora_1,Uttarakhand,45,Almora,29.59575833,79.65063889,2023-04-28,7.5,2.5,3
941,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2023-04-28,25.5,8.5,3
942,Baijnath (Gomti),Uttarakhand,46,Bageshwar,29.90822222,79.61769444,2023-04-28,10.0,5.0,2
943,Kapkot (Saryu),Uttarakhand,46,Bageshwar,29.94516667,79.9025,2023-04-28,12.0,4.0,3
944,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2023-04-28,1.5,0.5,3
945,Yamuna Colony,Uttarakhand,49,Dehradun,30.33775278,78.03311667,2023-04-28,1.5,0.5,3
946,Khanpur_5,Uttarakhand,50,Haridwar,29.641375,78.00678611,2023-04-28,1.5,0.5,3
947,Gola_1,Uttarakhand,51,Nainital,29.27136111,79.54743333,2023-04-28,1.5,0.5,3
948,Mukteshwar_1,Uttarakhand,51,Nainital,29.47413889,79.65119444,2023-04-28,3.0,1.0,3
949,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-04-28,12.0,4.0,3
950,Almora_1,Uttarakhand,45,Almora,29.59575833,79.65063889,2023-04-29,1.5,1.0,2
951,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2023-04-29,2.5,2.5,1
952,Baijnath (Gomti),Uttarakhand,46,Bageshwar,29.90822222,79.61769444,2023-04-29,5.5,2.5,5
953,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2023-04-29,1.5,0.5,3
954,Mukteshwar_1,Uttarakhand,51,Nainital,29.47413889,79.65119444,2023-04-29,7.5,5.5,5
955,Almora_1,Uttarakhand,45,Almora,29.59575833,79.65063889,2023-04-30,26.5,6.0,12
956,Almora_1,Uttarakhand,45,Almora,29.59631389,79.65005556,2023-04-30,4.5,0.5,9
957,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2023-04-30,74.0,13.5,12
958,Baijnath (Gomti),Uttarakhand,46,Bageshwar,29.90822222,79.61769444,2023-04-30,23.5,3.0,8
959,Kapkot (Saryu),Uttarakhand,46,Bageshwar,29.94516667,79.9025,2023-04-30,2.5,0.5,5
960,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2023-04-30,7.0,0.5,14
961,Champawat_1,Uttarakhand,48,Champawat,29.33341667,80.08469444,2023-04-30,64.5,10.5,10
962,Bahadarabad,Uttarakhand,50,Haridwar,29.92380278,78.03671389,2023-04-30,83.5,17.0,8
963,Khanpur_5,Uttarakhand,50,Haridwar,29.641375,78.00678611,2023-04-30,10.0,2.0,9
964,Manglaur_1,Uttarakhand,50,Haridwar,29.78567778,77.86368889,2023-04-30,34.5,5.5,15
965,Gola_1,Uttarakhand,51,Nainital,29.27136111,79.54743333,2023-04-30,2.5,0.5,5
966,Mukteshwar_1,Uttarakhand,51,Nainital,29.47413889,79.65119444,2023-04-30,83.0,15.0,13
967,Virbhadra,Uttarakhand,52,PAURI GARHWAL,30.07444444,78.29047222,2023-04-30,11.0,1.5,9
968,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-04-30,6.5,2.0,4
969,Nachni,Uttarakhand,53,Pithoragarh,29.90594444,80.16097222,2023-04-30,0.5,0.5,1
970,Kempty,Uttarakhand,55,Tehri Garhwal,30.49075,78.04738889,2023-04-30,37.0,11.0,11
971,Gadarpur,Uttarakhand,56,UDHAM SINGH NAGAR,29.04324167,79.24461944,2023-04-30,5.5,1.0,7
972,Haripura_2,Uttarakhand,56,UDHAM SINGH NAGAR,29.13151944,79.25965556,2023-04-30,3.5,0.5,7
973,Sitarganj_1,Uttarakhand,56,UDHAM SINGH NAGAR,28.92971389,79.703,2023-04-30,4.5,4.5,1
974,Tumaria,Uttarakhand,56,UDHAM SINGH NAGAR,29.30704722,78.93133056,2023-04-30,22.0,3.5,9
975,Almora_1,Uttarakhand,45,Almora,29.59575833,79.65063889,2023-05-01,218.0,13.0,33
976,Almora_1,Uttarakhand,45,Almora,29.59631389,79.65005556,2023-05-01,4.0,0.5,8
977,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2023-05-01,318.5,19.0,36
978,Baijnath (Gomti),Uttarakhand,46,Bageshwar,29.90822222,79.61769444,2023-05-01,35.5,4.5,26
979,Kapkot (Saryu),Uttarakhand,46,Bageshwar,29.94516667,79.9025,2023-05-01,47.5,6.0,20
980,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2023-05-01,10.0,0.5,20
981,Champawat_1,Uttarakhand,48,Champawat,29.33341667,80.08469444,2023-05-01,291.5,18.0,32
982,Danda_1,Uttarakhand,48,Champawat,29.15927778,80.10852778,2023-05-01,75.0,11.5,16
983,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2023-05-01,13.5,1.0,22
984,Yamuna Colony,Uttarakhand,49,Dehradun,30.33775278,78.03311667,2023-05-01,4.5,0.5,9
985,Bahadarabad,Uttarakhand,50,Haridwar,29.92380278,78.03671389,2023-05-01,198.0,17.5,28
986,Khanpur_5,Uttarakhand,50,Haridwar,29.641375,78.00678611,2023-05-01,57.5,5.5,23
987,Manglaur_1,Uttarakhand,50,Haridwar,29.78567778,77.86368889,2023-05-01,70.5,6.0,23
988,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2023-05-01,10.5,3.5,7
989,Gola_1,Uttarakhand,51,Nainital,29.27136111,79.54743333,2023-05-01,7.5,0.5,15
990,Mukteshwar_1,Uttarakhand,51,Nainital,29.47413889,79.65119444,2023-05-01,86.5,17.0,21
991,Dugadda (Khoh),Uttarakhand,52,PAURI GARHWAL,29.75108333,78.52341667,2023-05-01,2.0,0.5,4
992,Virbhadra,Uttarakhand,52,PAURI GARHWAL,30.07444444,78.29047222,2023-05-01,65.0,5.0,30
993,Yamkeshwar,Uttarakhand,52,PAURI GARHWAL,29.96130556,78.44086111,2023-05-01,56.0,56.0,1
994,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-05-01,64.0,8.0,22
995,Kempty,Uttarakhand,55,Tehri Garhwal,30.49075,78.04738889,2023-05-01,115.5,7.5,30
996,Gadarpur,Uttarakhand,56,UDHAM SINGH NAGAR,29.04324167,79.24461944,2023-05-01,16.5,1.0,24
997,Haripura_2,Uttarakhand,56,UDHAM SINGH NAGAR,29.13151944,79.25965556,2023-05-01,5.5,1.0,10
998,Rudrapur_2,Uttarakhand,56,UDHAM SINGH NAGAR,28.97373611,79.39988611,2023-05-01,29.0,18.0,8
999,Sitarganj_1,Uttarakhand,56,UDHAM SINGH NAGAR,28.92971389,79.703,2023-05-01,40.5,17.0,9
1000,Tumaria,Uttarakhand,56,UDHAM SINGH NAGAR,29.30704722,78.93133056,2023-05-01,124.0,17.0,19
1001,Almora_1,Uttarakhand,45,Almora,29.59575833,79.65063889,2023-05-02,145.0,14.0,20
1002,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2023-05-02,237.0,18.5,26
1003,Baijnath (Gomti),Uttarakhand,46,Bageshwar,29.90822222,79.61769444,2023-05-02,5.5,1.0,10
1004,Kapkot (Saryu),Uttarakhand,46,Bageshwar,29.94516667,79.9025,2023-05-02,74.0,6.5,19
1005,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2023-05-02,4.0,0.5,8
1006,Champawat_1,Uttarakhand,48,Champawat,29.33341667,80.08469444,2023-05-02,385.0,23.5,34
1007,Danda_1,Uttarakhand,48,Champawat,29.15927778,80.10852778,2023-05-02,163.5,19.5,19
1008,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2023-05-02,8.0,0.5,16
1009,Chakrata,Uttarakhand,49,Dehradun,30.76115556,77.86502778,2023-05-02,25.0,25.0,1
1010,Dakpathar,Uttarakhand,49,Dehradun,30.49866667,77.79744444,2023-05-02,379.5,379.5,1
1011,Yamuna Colony,Uttarakhand,49,Dehradun,30.33775278,78.03311667,2023-05-02,4.0,0.5,8
1012,Bahadarabad,Uttarakhand,50,Haridwar,29.92380278,78.03671389,2023-05-02,79.0,5.0,25
1013,Khanpur_5,Uttarakhand,50,Haridwar,29.641375,78.00678611,2023-05-02,123.0,7.5,28
1014,Manglaur_1,Uttarakhand,50,Haridwar,29.78567778,77.86368889,2023-05-02,115.0,6.5,29
1015,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2023-05-02,96.5,7.5,25
1016,Gola_1,Uttarakhand,51,Nainital,29.27136111,79.54743333,2023-05-02,4.0,0.5,8
1017,Mukteshwar_1,Uttarakhand,51,Nainital,29.47413889,79.65119444,2023-05-02,158.5,11.5,26
1018,Virbhadra,Uttarakhand,52,PAURI GARHWAL,30.07444444,78.29047222,2023-05-02,67.5,5.0,26
1019,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-05-02,92.0,9.0,29
1020,Pithoragarh,Uttarakhand,53,Pithoragarh,29.57938889,80.21886111,2023-05-02,288.0,288.0,1
1021,Kempty,Uttarakhand,55,Tehri Garhwal,30.49075,78.04738889,2023-05-02,67.5,8.0,23
1022,Gadarpur,Uttarakhand,56,UDHAM SINGH NAGAR,29.04324167,79.24461944,2023-05-02,11.0,0.5,22
1023,Rudrapur_2,Uttarakhand,56,UDHAM SINGH NAGAR,28.97373611,79.39988611,2023-05-02,11.5,4.0,4
1024,Sitarganj_1,Uttarakhand,56,UDHAM SINGH NAGAR,28.92971389,79.703,2023-05-02,10.5,2.0,8
1025,Tumaria,Uttarakhand,56,UDHAM SINGH NAGAR,29.30704722,78.93133056,2023-05-02,109.0,7.5,22
1026,Almora_1,Uttarakhand,45,Almora,29.59575833,79.65063889,2023-05-03,56.5,6.5,19
1027,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2023-05-03,99.5,10.5,15
1028,Baijnath (Gomti),Uttarakhand,46,Bageshwar,29.90822222,79.61769444,2023-05-03,3.5,0.5,7
1029,Kapkot (Saryu),Uttarakhand,46,Bageshwar,29.94516667,79.9025,2023-05-03,48.5,4.0,16
1030,Champawat_1,Uttarakhand,48,Champawat,29.33341667,80.08469444,2023-05-03,157.5,17.5,9
1031,Danda_1,Uttarakhand,48,Champawat,29.15927778,80.10852778,2023-05-03,39.5,4.0,16
1032,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2023-05-03,5.0,0.5,10
1033,Chakrata,Uttarakhand,49,Dehradun,30.76115556,77.86502778,2023-05-03,14.5,4.0,9
1034,Bahadarabad,Uttarakhand,50,Haridwar,29.92380278,78.03671389,2023-05-03,326.5,25.5,26
1035,Khanpur_5,Uttarakhand,50,Haridwar,29.641375,78.00678611,2023-05-03,106.5,7.5,18
1036,Manglaur_1,Uttarakhand,50,Haridwar,29.78567778,77.86368889,2023-05-03,264.0,22.0,23
1037,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2023-05-03,441.5,38.0,25
1038,Mukteshwar_1,Uttarakhand,51,Nainital,29.47413889,79.65119444,2023-05-03,131.5,11.5,24
1039,Virbhadra,Uttarakhand,52,PAURI GARHWAL,30.07444444,78.29047222,2023-05-03,105.0,13.0,21
1040,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-05-03,60.0,5.0,23
1041,Nachni,Uttarakhand,53,Pithoragarh,29.90594444,80.16097222,2023-05-03,0.5,0.5,1
1042,Kempty,Uttarakhand,55,Tehri Garhwal,30.49075,78.04738889,2023-05-03,51.0,5.0,24
1043,Gadarpur,Uttarakhand,56,UDHAM SINGH NAGAR,29.04324167,79.24461944,2023-05-03,5.5,0.5,11
1044,Haripura_2,Uttarakhand,56,UDHAM SINGH NAGAR,29.13151944,79.25965556,2023-05-03,7.0,0.5,14
1045,Rudrapur_2,Uttarakhand,56,UDHAM SINGH NAGAR,28.97373611,79.39988611,2023-05-03,6.5,3.5,4
1046,Sitarganj_1,Uttarakhand,56,UDHAM SINGH NAGAR,28.92971389,79.703,2023-05-03,17.5,1.5,14
1047,Tumaria,Uttarakhand,56,UDHAM SINGH NAGAR,29.30704722,78.93133056,2023-05-03,75.0,7.5,15
1048,Almora_1,Uttarakhand,45,Almora,29.59575833,79.65063889,2023-05-04,21.0,2.5,11
1049,Almora_1,Uttarakhand,45,Almora,29.59631389,79.65005556,2023-05-04,28.5,2.5,16
1050,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2023-05-04,99.0,13.0,15
1051,Baijnath (Gomti),Uttarakhand,46,Bageshwar,29.90822222,79.61769444,2023-05-04,3.5,0.5,7
1052,Kapkot (Saryu),Uttarakhand,46,Bageshwar,29.94516667,79.9025,2023-05-04,15.5,4.0,10
1053,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2023-05-04,2.0,0.5,4
1054,Champawat_1,Uttarakhand,48,Champawat,29.33341667,80.08469444,2023-05-04,13.5,1.5,13
1055,Danda_1,Uttarakhand,48,Champawat,29.15927778,80.10852778,2023-05-04,10.0,1.0,12
1056,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2023-05-04,1.5,0.5,3
1057,Chakrata,Uttarakhand,49,Dehradun,30.76115556,77.86502778,2023-05-04,3.5,3.5,1
1058,Bahadarabad,Uttarakhand,50,Haridwar,29.92380278,78.03671389,2023-05-04,76.5,25.5,3
1059,Khanpur_5,Uttarakhand,50,Haridwar,29.641375,78.00678611,2023-05-04,21.0,7.0,3
1060,Manglaur_1,Uttarakhand,50,Haridwar,29.78567778,77.86368889,2023-05-04,44.0,22.0,2
1061,Roorkee_2,Uttarakhand,50,Haridwar,29.86771944,77.88415556,2023-05-04,114.0,38.0,3
1062,Gola_1,Uttarakhand,51,Nainital,29.27136111,79.54743333,2023-05-04,2.5,0.5,5
1063,Mukteshwar_1,Uttarakhand,51,Nainital,29.47413889,79.65119444,2023-05-04,9.0,3.0,3
1064,Virbhadra,Uttarakhand,52,PAURI GARHWAL,30.07444444,78.29047222,2023-05-04,26.0,13.0,2
1065,Yamkeshwar,Uttarakhand,52,PAURI GARHWAL,29.96130556,78.44086111,2023-05-04,1.5,0.5,3
1066,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-05-04,7.5,2.5,3
1067,Kempty,Uttarakhand,55,Tehri Garhwal,30.49075,78.04738889,2023-05-04,10.5,3.5,3
1068,Gadarpur,Uttarakhand,56,UDHAM SINGH NAGAR,29.04324167,79.24461944,2023-05-04,3.0,0.5,6
1069,Haripura_2,Uttarakhand,56,UDHAM SINGH NAGAR,29.13151944,79.25965556,2023-05-04,1.5,0.5,3
1070,Sitarganj_1,Uttarakhand,56,UDHAM SINGH NAGAR,28.92971389,79.703,2023-05-04,3.0,1.0,3
1071,Tumaria,Uttarakhand,56,UDHAM SINGH NAGAR,29.30704722,78.93133056,2023-05-04,4.5,1.5,3
1072,Almora_1,Uttarakhand,45,Almora,29.59575833,79.65063889,2023-05-05,20.0,2.5,8
1073,Almora_1,Uttarakhand,45,Almora,29.59631389,79.65005556,2023-05-05,23.0,3.0,9
1074,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2023-05-05,92.0,11.5,8
1075,Baijnath (Gomti),Uttarakhand,46,Bageshwar,29.90822222,79.61769444,2023-05-05,4.0,0.5,8
1076,Kapkot (Saryu),Uttarakhand,46,Bageshwar,29.94516667,79.9025,2023-05-05,22.0,3.0,14
1077,Champawat_1,Uttarakhand,48,Champawat,29.33341667,80.08469444,2023-05-05,12.5,1.0,17
1078,Danda_1,Uttarakhand,48,Champawat,29.15927778,80.10852778,2023-05-05,38.5,3.5,16
1079,Gola_1,Uttarakhand,51,Nainital,29.27136111,79.54743333,2023-05-05,4.0,0.5,8
1080,Virbhadra,Uttarakhand,52,PAURI GARHWAL,30.07444444,78.29047222,2023-05-05,3.0,0.5,6
1081,Yamkeshwar,Uttarakhand,52,PAURI GARHWAL,29.96130556,78.44086111,2023-05-05,3.0,0.5,6
1082,Nachni,Uttarakhand,53,Pithoragarh,29.90594444,80.16097222,2023-05-05,0.5,0.5,1
1083,Gadarpur,Uttarakhand,56,UDHAM SINGH NAGAR,29.04324167,79.24461944,2023-05-05,4.0,0.5,8
1084,Kapkot (Saryu),Uttarakhand,46,Bageshwar,29.94516667,79.9025,2023-05-06,24.0,3.0,8
1085,Champawat_1,Uttarakhand,48,Champawat,29.33341667,80.08469444,2023-05-06,4.0,0.5,8
1086,Danda_1,Uttarakhand,48,Champawat,29.15927778,80.10852778,2023-05-06,28.0,3.5,8
1087,Tanakpur_1,Uttarakhand,48,Champawat,29.07222222,80.1175,2023-05-06,4.0,0.5,8
1088,Virbhadra,Uttarakhand,52,PAURI GARHWAL,30.07444444,78.29047222,2023-05-06,4.0,0.5,8
1089,Yamkeshwar,Uttarakhand,52,PAURI GARHWAL,29.96130556,78.44086111,2023-05-06,3.0,0.5,6
1090,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-05-06,2.0,0.5,4
1091,Chakrata,Uttarakhand,49,Dehradun,30.76115556,77.86502778,2023-05-07,1.5,1.0,2
1092,Yamkeshwar,Uttarakhand,52,PAURI GARHWAL,29.96130556,78.44086111,2023-05-07,50.5,48.0,6
1093,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-05-07,4.5,0.5,9
1094,Baijnath (Gomti),Uttarakhand,46,Bageshwar,29.90822222,79.61769444,2023-05-08,40.0,40.0,1
1095,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2023-05-08,3.0,0.5,6
1096,Yamkeshwar,Uttarakhand,52,PAURI GARHWAL,29.96130556,78.44086111,2023-05-08,5.5,0.5,11
1097,Nachni,Uttarakhand,53,Pithoragarh,29.90594444,80.16097222,2023-05-08,0.5,0.5,1
1098,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2023-05-09,4.5,0.5,9
1099,Champawat_1,Uttarakhand,48,Champawat,29.33341667,80.08469444,2023-05-09,4.5,0.5,9
1100,Danda_1,Uttarakhand,48,Champawat,29.15927778,80.10852778,2023-05-09,27.5,2.5,11
1101,Mukteshwar_1,Uttarakhand,51,Nainital,29.47413889,79.65119444,2023-05-09,3.0,0.5,6
1102,Yamkeshwar,Uttarakhand,52,PAURI GARHWAL,29.96130556,78.44086111,2023-05-09,5.0,0.5,10
1103,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-05-09,3.0,0.5,6
1104,Kempty,Uttarakhand,55,Tehri Garhwal,30.49075,78.04738889,2023-05-09,10.0,1.5,12
1105,Champawat_1,Uttarakhand,48,Champawat,29.33341667,80.08469444,2023-05-10,2.5,0.5,5
1106,Danda_1,Uttarakhand,48,Champawat,29.15927778,80.10852778,2023-05-10,12.5,2.5,5
1107,Mukteshwar_1,Uttarakhand,51,Nainital,29.47413889,79.65119444,2023-05-10,2.5,0.5,5
1108,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-05-10,1.5,0.5,3
1109,Kempty,Uttarakhand,55,Tehri Garhwal,30.49075,78.04738889,2023-05-10,5.0,1.0,5
1110,Baijnath (Gomti),Uttarakhand,46,Bageshwar,29.90822222,79.61769444,2023-05-11,55.5,55.5,1
1111,Baijnath (Gomti),Uttarakhand,46,Bageshwar,29.90822222,79.61769444,2023-05-14,1.5,0.5,3
1112,Champawat_1,Uttarakhand,48,Champawat,29.33341667,80.08469444,2023-05-14,3.0,1.0,3
1113,Danda_1,Uttarakhand,48,Champawat,29.15927778,80.10852778,2023-05-14,10.0,5.0,2
1114,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-05-14,4.5,1.5,4
1115,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2023-05-15,12.0,2.0,6
1116,Baijnath (Gomti),Uttarakhand,46,Bageshwar,29.90822222,79.61769444,2023-05-15,2.0,0.5,4
1117,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2023-05-15,1.0,0.5,2
1118,Champawat_1,Uttarakhand,48,Champawat,29.33341667,80.08469444,2023-05-15,18.5,2.0,14
1119,Danda_1,Uttarakhand,48,Champawat,29.15927778,80.10852778,2023-05-15,30.0,5.0,10
1120,Dharchula_1,Uttarakhand,53,Pithoragarh,29.84825,80.54047222,2023-05-15,7.5,1.5,5
1121,Guptkashi_1,Uttarakhand,54,Rudraprayag,30.52863889,79.08508333,2023-05-15,0.5,0.5,1
1122,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2023-05-16,12.0,2.0,6
1123,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2023-05-16,3.0,0.5,6
1124,Champawat_1,Uttarakhand,48,Champawat,29.33341667,80.08469444,2023-05-16,14.0,2.0,7
1125,Danda_1,Uttarakhand,48,Champawat,29.15927778,80.10852778,2023-05-16,4.0,1.0,4
1126,Kapkot (Saryu),Uttarakhand,46,Bageshwar,29.94516667,79.9025,2023-05-19,3.0,3.0,1
1127,Mukteshwar_1,Uttarakhand,51,Nainital,29.47413889,79.65119444,2023-05-19,0.5,0.5,1
1128,Dugadda (Khoh),Uttarakhand,52,PAURI GARHWAL,29.75108333,78.52341667,2023-05-19,0.5,0.5,1
1129,Haripura_2,Uttarakhand,56,UDHAM SINGH NAGAR,29.13151944,79.25965556,2023-05-19,0.5,0.5,1
1130,Almora_1,Uttarakhand,45,Almora,29.59575833,79.65063889,2023-05-20,2.0,1.0,2
1131,Lamgara,Uttarakhand,45,Almora,29.53866667,79.74994444,2023-05-20,1.0,0.5,2
1132,Kapkot (Saryu),Uttarakhand,46,Bageshwar,29.94516667,79.9025,2023-05-20,9.0,3.0,3
1133,Gairsain (Ramganga),Uttarakhand,47,Chamoli,30.045,79.2855,2023-05-20,1.5,0.5,3
