River_ID,Station,State,District LGD Code,District,Latitude,Longitude,Date,Mean_Discharge_m3_sec,Max_Discharge_m3_sec,Min_Discharge_m3_sec,Readings
47,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-06-08,549.0059375,673.64,434.13,96
139,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-06-08,449.87800000000004,732.01,150.34,95
224,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-06-08,159.58449438202248,348.7,68.28,89
309,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-06-08,230.95936842105263,298.38,172.54,95
48,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-07-01,23.6975,26.99,19.75,96
140,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-07-01,199.84375,644.59,134.54,96
225,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-07-01,6.338924731182796,6.8,4.88,93
310,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-07-01,6.635368421052632,10.22,3.79,95
399,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-07-01,6.282604166666666,6.59,5.98,96
49,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-07-02,20.485473684210525,24.12,15.68,95
141,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-07-02,187.82494736842105,354.75,151.28,95
226,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-07-02,5.618372093023256,6.81,4.23,86
311,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-07-02,10.351666666666667,16.67,6.18,96
400,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-07-02,12.4309375,14.79,11.81,96
50,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-07-03,23.598829787234042,30.17,17.09,94
142,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-07-03,255.86510638297872,648.47,146.25,94
227,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-07-03,5.317125,5.86,4.2,80
312,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-07-03,7.030405405405405,10.62,5.02,74
51,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-07-04,19.51752808988764,24.17,13.59,89
143,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-07-04,151.19326315789473,169.69,140.14,95
313,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-07-04,9.045128205128204,15.44,4.6,78
401,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-07-04,12.754166666666668,13.96,11.54,96
52,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-07-05,22.23340425531915,26.99,18.02,94
144,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-07-05,236.9463157894737,482.83,144.8,95
228,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-07-05,6.442,7.07,4.87,95
314,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-07-05,8.6846875,14.4,5.46,96
402,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-07-05,12.649895833333334,13.91,11.46,96
53,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-07-06,35.590752688172046,41.78,19.8,93
145,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-07-06,115.58263157894737,166.27,9.65,95
229,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-07-06,9.911666666666667,10.57,9.02,96
315,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-07-06,7.6276190476190475,13.64,4.97,84
403,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-07-06,8.250104166666667,9.34,6.96,96
54,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-07-07,131.20510416666667,171.44,104.37,96
146,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-07-07,150.93136842105264,327.2,108.64,95
230,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-07-07,69.00242105263159,104.26,38.83,95
316,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-07-07,26.691875,33.49,21.98,96
55,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-07-08,411.20197916666666,507.14,352.13,96
147,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-07-08,437.8051041666667,698.71,142.65,96
231,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-07-08,97.48010416666666,156.83,52.59,96
317,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-07-08,167.17958333333334,228.47,133.04,96
404,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-07-08,48.01117647058824,54.78,43.61,34
318,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-07-09,229.45197916666666,244.5,214.83,96
56,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-08-01,23.533578947368422,26.31,19.67,95
148,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-08-01,220.9354736842105,684.2,138.11,95
232,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-08-01,6.354946236559139,6.82,5.2,93
319,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-08-01,6.843333333333334,10.37,4.49,96
405,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-08-01,6.2109375,6.45,5.97,96
57,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-08-02,20.469157894736842,23.0,16.04,95
149,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-08-02,189.466,348.9,152.87,95
233,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-08-02,5.6196875,5.94,5.02,96
320,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-08-02,10.0528125,15.02,6.02,96
406,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-08-02,11.909166666666666,12.59,11.48,96
58,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-08-03,23.72557894736842,28.86,18.75,95
150,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-08-03,276.47705263157894,638.64,141.55,95
234,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-08-03,5.301463414634147,5.87,4.2,82
321,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-08-03,6.879859154929578,9.98,4.49,71
59,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-08-04,21.70310344827586,27.77,17.72,87
151,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-08-04,157.48939759036145,300.69,144.55,83
322,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-08-04,11.832826086956521,18.0,6.81,92
407,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-08-04,38.85302083333333,77.33,12.68,96
60,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-08-05,21.926145833333333,27.87,15.38,96
152,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-08-05,199.2491578947368,489.51,136.19,95
235,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-08-05,6.5209375,7.16,5.31,96
323,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-08-05,8.456000000000001,14.46,5.13,95
408,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-08-05,11.4746875,12.1,10.68,96
61,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-08-06,32.13347368421052,38.56,23.5,95
153,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-08-06,124.1115053763441,178.36,14.63,93
236,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-08-06,9.860531914893617,10.4,8.79,94
324,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-08-06,8.245531914893617,11.31,6.17,47
409,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-08-06,7.160625,8.06,6.11,96
62,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-08-07,128.36270833333333,150.73,106.28,96
154,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-08-07,172.88677083333334,332.05,142.07,96
237,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-08-07,74.52252631578948,98.48,57.44,95
325,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-08-07,22.88223404255319,30.35,18.98,94
63,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-08-08,318.5727450980392,360.56,278.77,51
155,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-08-08,594.8111764705882,678.23,357.91,51
238,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-08-08,56.12294117647059,76.83,43.47,51
326,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-08-08,117.90021052631579,136.89,102.87,95
410,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-08-08,41.4209375,45.64,35.84,96
327,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-08-09,220.81315789473683,229.31,210.55,19
64,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-09-01,23.364583333333332,26.22,19.12,96
156,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-09-01,189.0560416666667,496.99,141.57,96
239,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-09-01,6.378279569892473,6.82,5.12,93
328,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-09-01,6.810842105263157,10.08,5.02,95
411,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-09-01,6.215520833333334,6.5,6.01,96
65,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-09-02,20.310645161290324,22.96,17.23,93
157,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-09-02,190.33463157894738,499.96,139.18,95
240,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-09-02,6.226385542168674,8.08,4.22,83
329,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-09-02,9.627604166666666,11.71,6.45,96
412,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-09-02,11.839687499999998,12.29,11.05,96
66,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-09-03,22.440104166666668,26.16,18.69,96
158,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-09-03,257.3335416666667,644.88,135.3,96
241,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-09-03,5.265714285714286,5.8,4.18,84
330,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-09-03,6.7081081081081075,9.19,4.68,74
67,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-09-04,24.190729166666667,30.6,18.7,96
159,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-09-04,193.75291666666666,662.06,137.86,96
331,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-09-04,14.6015625,21.51,10.42,96
413,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-09-04,33.804526315789474,50.76,23.83,95
68,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-09-05,20.530315789473686,23.51,14.99,95
160,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-09-05,208.85652631578947,486.12,140.87,95
242,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-09-05,6.505106382978724,7.15,5.23,94
332,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-09-05,7.001609195402299,12.88,4.72,87
414,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-09-05,10.679895833333333,11.19,10.02,96
69,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-09-06,32.81239583333333,37.78,20.99,96
161,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-09-06,124.94484210526316,164.0,26.41,95
243,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-09-06,9.836947368421052,10.5,9.07,95
333,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-09-06,8.080571428571428,10.67,5.5,35
415,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-09-06,6.411874999999999,7.67,5.8,96
70,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-09-07,175.05479166666666,222.84,140.1,96
162,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-09-07,161.3005319148936,180.12,147.08,94
244,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-09-07,73.62115789473684,101.7,44.02,95
334,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-09-07,128.86797752808988,206.78,29.63,89
416,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-09-07,24.792659574468086,101.1,12.47,94
335,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-09-08,98.67947916666667,107.34,88.95,96
417,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-09-08,33.86479166666667,37.79,30.47,96
336,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-09-09,159.050625,189.55,134.77,96
71,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-10-01,23.040208333333336,25.98,19.71,96
163,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-10-01,164.37479166666665,178.17,142.48,96
245,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-10-01,6.391264367816092,6.86,4.85,87
337,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-10-01,6.6325,10.25,4.52,96
418,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-10-01,6.232604166666667,6.5,5.9,96
72,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-10-02,19.988617021276596,23.21,15.21,94
164,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-10-02,192.04452631578948,493.43,135.35,95
246,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-10-02,7.676,9.05,6.84,95
338,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-10-02,9.861894736842105,16.17,5.78,95
419,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-10-02,11.676041666666668,12.11,11.05,96
73,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-10-03,22.741041666666664,27.84,19.23,96
165,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-10-03,233.92645833333333,668.54,145.81,96
247,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-10-03,5.340999999999999,5.93,4.2,80
339,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-10-03,6.434444444444445,7.46,4.71,72
420,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-10-03,7.587878787878788,8.26,7.13,33
74,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-10-04,21.04159574468085,24.27,15.39,94
166,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-10-04,151.05557894736842,170.65,140.18,95
340,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-10-04,11.534374999999999,16.19,7.03,96
421,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-10-04,20.553124999999998,23.86,17.51,96
75,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-10-05,20.925698924731183,24.38,16.4,93
167,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-10-05,217.18452631578947,474.35,137.22,95
248,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-10-05,6.516808510638298,7.08,5.37,94
341,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-10-05,6.301964285714286,8.22,4.57,56
422,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-10-05,9.9225,10.51,9.53,96
76,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-10-06,37.689893617021276,48.08,27.11,94
168,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-10-06,120.2478947368421,257.22,10.44,95
249,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-10-06,10.205416666666666,12.2,8.9,96
342,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-10-06,8.0725,14.04,5.16,48
423,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-10-06,5.6471875,6.81,4.86,96
77,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-10-07,169.62968750000002,209.43,138.41,96
169,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-10-07,182.912,332.18,147.49,95
250,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-10-07,69.011875,97.32,54.24,96
343,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-10-07,90.48520833333333,128.07,65.99,96
424,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-10-07,217.26074468085105,412.57,36.23,94
344,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-10-08,96.51697916666666,110.03,88.91,96
425,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-10-08,35.5215625,40.58,29.39,96
78,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-11-01,23.138125000000002,25.73,20.11,96
170,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-11-01,187.39885416666667,343.75,146.6,96
251,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-11-01,6.44554347826087,6.79,5.13,92
345,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-11-01,7.6515625,11.6,4.99,96
426,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-11-01,6.271666666666667,6.64,6.02,96
79,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-11-02,19.71223404255319,22.37,16.01,94
171,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-11-02,187.88084210526316,635.94,136.64,95
252,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-11-02,7.352842105263158,8.24,6.1,95
346,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-11-02,9.392421052631578,13.17,6.03,95
427,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-11-02,11.611875,12.1,11.19,96
80,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-11-03,22.243750000000002,26.53,18.35,96
172,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-11-03,240.72635416666665,648.83,139.5,96
253,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-11-03,5.253058823529412,5.84,4.2,85
347,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-11-03,6.898205128205127,11.08,4.59,78
428,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-11-03,7.438645833333333,8.32,7.0,96
81,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-11-04,20.316774193548387,24.56,16.47,93
173,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-11-04,159.68747368421052,454.57,129.42,95
348,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-11-04,9.74625,15.11,6.11,96
429,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-11-04,16.83978947368421,18.91,15.37,95
82,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-11-05,21.63731182795699,26.66,14.42,93
174,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-11-05,222.122,487.49,129.86,95
254,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-11-05,6.468421052631579,7.08,5.63,95
349,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-11-05,6.419636363636363,9.92,4.79,55
430,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-11-05,10.666979166666666,12.09,9.47,96
83,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-11-06,39.159684210526315,45.06,30.63,95
175,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-11-06,117.40263157894736,166.47,10.38,95
255,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-11-06,10.136315789473684,12.01,9.3,95
350,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-11-06,8.484516129032258,11.81,5.13,62
431,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-11-06,5.523645833333333,8.44,4.19,96
84,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-11-07,182.36572916666668,225.12,138.36,96
176,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-11-07,190.20489583333335,679.09,136.6,96
256,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-11-07,68.57526315789474,100.51,40.77,95
351,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-11-07,115.94747368421052,183.21,63.5,95
432,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-11-07,128.44106382978723,300.87,58.16,94
352,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-11-08,94.00833333333333,101.71,88.24,96
85,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-12-01,22.609052631578948,25.18,18.74,95
177,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-12-01,194.26284210526316,502.86,16.25,95
257,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-12-01,6.473404255319149,6.81,5.94,94
353,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-12-01,9.258645833333334,13.25,5.88,96
433,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-12-01,6.016145833333333,6.4,5.42,96
86,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-12-02,19.708191489361703,24.53,16.52,94
178,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-12-02,199.1956842105263,468.25,139.03,95
258,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-12-02,7.370736842105264,8.14,6.9,95
354,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-12-02,9.746631578947369,15.36,5.93,95
434,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-12-02,11.2628125,11.85,10.47,96
87,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-12-03,22.908736842105263,26.99,19.11,95
179,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-12-03,276.34505263157894,659.16,155.91,95
259,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-12-03,5.8341379310344825,6.77,4.35,87
355,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-12-03,7.781447368421053,12.22,4.86,76
435,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-12-03,7.416041666666666,8.89,6.89,96
88,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-12-04,20.165851063829788,23.99,15.96,94
180,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-12-04,172.3478947368421,450.14,147.76,95
356,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-12-04,8.931170212765958,15.66,5.16,94
436,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-12-04,14.738947368421053,15.68,13.59,95
89,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-12-05,21.05633333333333,25.95,14.24,90
181,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-12-05,150.52395833333333,164.97,139.81,96
260,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-12-05,6.473829787234042,7.07,5.7,94
357,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-12-05,6.421489361702128,9.25,4.72,47
437,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-12-05,10.355208333333334,11.15,9.62,96
90,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-12-06,45.89427083333334,54.2,33.74,96
182,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-12-06,117.80641304347827,164.48,14.81,92
261,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-12-06,10.07578947368421,10.65,9.59,95
358,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-12-06,13.91858695652174,20.06,9.34,92
438,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-12-06,15.050416666666665,44.39,6.54,96
91,Karnaprayag (P),Uttarakhand,47,Chamoli,30.2525,79.22138889,2026-12-07,163.49447916666665,212.34,130.33,96
183,Koteshwar,Uttarakhand,55,Tehri Garhwal,30.26527778,78.50333333,2026-12-07,196.66905263157895,328.13,136.3,95
262,Lambagarh,Uttarakhand,47,Chamoli,30.66472222,79.5175,2026-12-07,59.26989473684211,94.32,37.75,95
359,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-12-07,107.46385416666668,134.11,88.92,96
439,Tekhla,Uttarakhand,57,Uttarkashi,30.74805556,78.45333333,2026-12-07,45.34166666666667,64.73,36.75,96
360,Marchula_1,Uttarakhand,51,Nainital,29.60611111,79.09277778,2026-12-08,89.32916666666667,100.19,78.62,96
